category,bedrooms,bathrooms,floor_area,condition,amenities,parking_space,lat,lng,amenities_count,furnishing,price,log1p_price
Flats,2.0,1.0,16.0,New,"Pop Ceiling,24-hour Electricity,Dishwasher,Pre-Paid Meter,Tiled Floor,Kitchen Cabinets,Apartment",0,5.5862504,-0.1394584,7,Semi-Furnished,1800,7.496097345175956
Flats,2.0,2.0,3000.0,New,"24-hour Electricity,Apartment,Balcony,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6634097,-0.2653998,9,Unfurnished,2500,7.824445930877619
Flats,1.0,2.0,1000.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,17,Semi-Furnished,2500,7.824445930877619
Townhouse,3.0,3.0,100.0,New,24-hour Electricity,0,5.6619606,-0.1290806,1,Unfurnished,14664,9.593218981411551
Flats,1.0,1.0,100.0,Used,"Tiled Floor,Kitchen Shelf,Kitchen Cabinets,Air Conditioning,24-hour Electricity",0,5.6358281,-0.1613592,5,Unfurnished,1200,7.0909098220799835
Flats,1.0,1.0,110.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Tiled Floor",0,9.4109994,-0.7152748999999999,9,Unfurnished,600,6.398594934535208
Duplex,4.0,5.0,978.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6802129,-0.1372479,13,Semi-Furnished,10000,9.210440366976517
Flats,1.0,1.0,40.0,Used,"Balcony,Tiled Floor,24-hour Electricity,Kitchen Cabinets,Wardrobe,Refrigerator,Dining Area,Microwave,Pre-Paid Meter,Kitchen Shelf",0,5.6376136,-0.1266064,10,Furnished,5000,8.517393171418904
Detached,3.0,4.0,100.0,Renovated,"Pop Ceiling,24-hour Electricity,Balcony,Apartment,Air Conditioning,Kitchen Cabinets,Kitchen Shelf,Dining Area,Chandelier,Pre-Paid Meter,Tiled Floor",0,5.8142836,0.0746767,11,Semi-Furnished,3700,8.216358332386156
Flats,1.0,1.0,15.0,Used,"24-hour Electricity,Dishwasher",1,5.5831665,-0.1046082,2,Unfurnished,420,6.042632833682381
Detached,2.0,3.0,100.0,Used,"24-hour Electricity,Balcony,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor",0,5.5513273,-0.3298248,6,Unfurnished,2000,7.601402334583733
Flats,1.0,1.0,800.0,Used,"24-hour Electricity,Air Conditioning,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6358281,-0.1613592,6,Semi-Furnished,4000,8.294299608857235
Detached,4.0,5.0,100.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6772176,-0.1251477,12,Semi-Furnished,4500,8.412054873292933
Flats,1.0,1.0,700.0,New,"24-hour Electricity,Apartment,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7556353,-0.1738945,8,Semi-Furnished,2000,7.601402334583733
Flats,1.0,1.0,250.0,Used,"24-hour Electricity,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7141674,-0.15418,7,Unfurnished,1300,7.170888478512505
Flats,5.0,5.0,20.0,Used,"Pre-Paid Meter,Dining Area,Pop Ceiling,Dishwasher,Balcony,24-hour Electricity,Tiled Floor,Apartment,Kitchen Cabinets",0,5.8142836,0.0746767,9,Unfurnished,5000,8.517393171418904
Detached,1.0,1.0,100.0,Used,"Dining Area,Hot Water,Air Conditioning,Chandelier,Wardrobe,Wi-Fi,Pop Ceiling,Kitchen Cabinets,Kitchen Shelf,TV,24-hour Electricity,Dishwasher,Microwave,Balcony,Tiled Floor",0,5.6376136,-0.1266064,15,Furnished,17000,9.741027444837728
Flats,1.0,1.0,145.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Shelf,Kitchen Cabinets,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6358281,-0.1613592,16,Furnished,7000,8.853808274977197
Flats,2.0,1.0,16.0,Used,"Tiled Floor,Pre-Paid Meter,Pop Ceiling,24-hour Electricity,Kitchen Cabinets,Dining Area,Air Conditioning,Dishwasher,Apartment,Balcony",0,5.5831665,-0.1046082,10,Unfurnished,1700,7.438971592395862
Flats,1.0,1.0,100.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.564278799999999,-0.297229,11,Furnished,4000,8.294299608857235
Flats,2.0,2.0,1000.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.606104699999999,-0.1860362,17,Furnished,45000,10.714439990727769
Detached,3.0,4.0,754.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.5459415,-0.2103988,17,Semi-Furnished,6500,8.77971129020447
Flats,2.0,3.0,502.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Apartment,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.7141674,-0.15418,16,Semi-Furnished,3500,8.160803920954665
Flats,2.0,3.0,100.0,New,"24-hour Electricity,Air Conditioning,Wardrobe",0,5.6358281,-0.1613592,3,Semi-Furnished,4000,8.294299608857235
Flats,2.0,2.0,985.0,New,"Pre-Paid Meter,Dining Area,Tiled Floor,24-hour Electricity,Kitchen Cabinets,Apartment,Dishwasher,Balcony",0,5.6376136,-0.1266064,8,Unfurnished,2000,7.601402334583733
Duplex,2.0,1.0,200.0,Used,"Apartment,Tiled Floor,Wardrobe,24-hour Electricity,Pop Ceiling,Dining Area,Dishwasher,Hot Water,Balcony,Kitchen Cabinets,Kitchen Shelf",0,5.5344155,-0.4252737,11,Unfurnished,800,6.68586094706836
Flats,2.0,3.0,2323.0,New,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7556353,-0.1738945,10,Unfurnished,3000,8.006700845440367
Detached,4.0,4.0,3000.0,Used,"24-hour Electricity,Balcony,Chandelier,Dining Area,Dishwasher,Kitchen Cabinets,Hot Water,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6844172,-0.2537157,12,Unfurnished,4000,8.294299608857235
Detached,4.0,4.0,1200.0,New,"Balcony,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5666385,-0.3334578,7,Unfurnished,5000,8.517393171418904
Flats,1.0,1.0,15.0,Used,"Apartment,Air Conditioning,Balcony,Dishwasher,Hot Water,Kitchen Cabinets,Pre-Paid Meter,Pop Ceiling",0,5.5831665,-0.1046082,8,Unfurnished,1500,7.313886831633462
Detached,3.0,2.0,90.0,Used,"24-hour Electricity,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6376136,-0.1266064,4,Unfurnished,6000,8.699681400989514
Detached,4.0,4.0,16.0,Used,"Tiled Floor,Chandelier,Wardrobe,Air Conditioning,24-hour Electricity,Pre-Paid Meter,Dishwasher,Kitchen Cabinets",0,5.5831665,-0.1046082,8,Unfurnished,4500,8.412054873292933
Flats,2.0,2.0,16.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Kitchen Cabinets,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe",0,5.6983581,-0.2150873,11,Furnished,6000,8.699681400989514
Flats,1.0,1.0,70.0,Used,"24-hour Electricity,Air Conditioning,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Apartment",0,5.598731100000001,-0.2170443,10,Furnished,2500,7.824445930877619
Flats,4.0,5.0,1000.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Chandelier,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe",0,5.606104699999999,-0.1860362,17,Furnished,24800,10.118639253920785
Flats,3.0,2.0,300.0,Used,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Shelf,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5344155,-0.4252737,12,Furnished,2500,7.824445930877619
Detached,2.0,2.0,825.0,Used,"24-hour Electricity,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6802129,-0.1372479,8,Unfurnished,4000,8.294299608857235
Detached,2.0,3.0,854.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6802129,-0.1372479,11,Semi-Furnished,5500,8.612685172875459
Flats,3.0,3.0,111.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Apartment,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.605703399999999,-0.2353967,13,Semi-Furnished,6000,8.699681400989514
Detached,2.0,3.0,4999.0,Used,"24-hour Electricity,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,9,Semi-Furnished,4000,8.294299608857235
Detached,4.0,4.0,800.0,New,"24-hour Electricity,Balcony,Tiled Floor,Microwave,Kitchen Cabinets,Hot Water,Dining Area,Dishwasher,Wardrobe,Kitchen Shelf,Chandelier,Air Conditioning,Pre-Paid Meter,Pop Ceiling",0,5.5767652,-0.1784836,14,Unfurnished,42000,10.645448706505872
Detached,3.0,3.0,100.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.606104699999999,-0.1860362,16,Furnished,36250,10.498222246109226
Duplex,4.0,5.0,1000.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.6376136,-0.1266064,15,Semi-Furnished,11500,9.350189267092581
Flats,2.0,1.0,14.0,Used,"24-hour Electricity,Apartment,Kitchen Shelf",0,5.6663422,-0.2522717,3,Unfurnished,650,6.478509642208569
Flats,2.0,3.0,4112.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.812958099999999,-0.1179155,12,Unfurnished,2000,7.601402334583733
Flats,3.0,3.0,40.0,New,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6358281,-0.1613592,10,Semi-Furnished,8000,8.987321812850125
Flats,2.0,2.0,100.0,New,"24-hour Electricity,Apartment,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6376136,-0.1266064,8,Unfurnished,5000,8.517393171418904
Flats,2.0,3.0,111.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Wardrobe",0,5.6376136,-0.1266064,9,Unfurnished,5000,8.517393171418904
Flats,2.0,2.0,600.0,Used,"24-hour Electricity,Pop Ceiling,Kitchen Cabinets,Pre-Paid Meter,Dining Area,Kitchen Shelf,Balcony,Tiled Floor,Apartment",0,5.6887241,-0.2270226,9,Semi-Furnished,1800,7.496097345175956
Flats,1.0,1.0,15.0,New,"24-hour Electricity,Apartment,Dishwasher,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5831665,-0.1046082,7,Unfurnished,1500,7.313886831633462
Flats,2.0,2.0,150.0,Used,24-hour Electricity,0,5.6563118,-0.0093265999999999,1,Furnished,35000,10.463131911491967
Duplex,3.0,3.0,850.0,New,"Air Conditioning,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7556353,-0.1738945,11,Unfurnished,11250,9.328212292571072
Detached,5.0,4.0,4999.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,11,Semi-Furnished,6500,8.77971129020447
Flats,2.0,3.0,100.0,New,"Dishwasher,TV,Balcony,Kitchen Cabinets,Tiled Floor,Hot Water,Air Conditioning,Kitchen Shelf,Pop Ceiling,Microwave,Refrigerator,Wardrobe,Chandelier,Apartment,Pre-Paid Meter,Dining Area",0,5.5767652,-0.1784836,16,Furnished,30000,10.308985993422082
Detached,3.0,3.0,100.0,New,"Apartment,Tiled Floor,24-hour Electricity,Dishwasher,Pre-Paid Meter,Hot Water,Dining Area,Air Conditioning,Pop Ceiling,Kitchen Cabinets,Balcony",0,5.6358281,-0.1613592,11,Unfurnished,14400,9.575052927597383
Flats,1.0,1.0,100.0,New,"Pre-Paid Meter,Tiled Floor,24-hour Electricity,Chandelier,Kitchen Cabinets,Apartment,Wardrobe,Dishwasher,Pop Ceiling",0,5.7141674,-0.15418,9,Unfurnished,1700,7.438971592395862
Detached,4.0,4.0,400.0,New,"Air Conditioning,Balcony,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6376136,-0.1266064,10,Unfurnished,11000,9.305741456739435
Flats,2.0,2.0,145.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,12,Semi-Furnished,5000,8.517393171418904
Flats,3.0,4.0,145.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Kitchen Shelf,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,12,Semi-Furnished,4000,8.294299608857235
Flats,2.0,2.0,100.0,New,"Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6376136,-0.1266064,13,Semi-Furnished,3500,8.160803920954665
Flats,1.0,1.0,17.0,Renovated,"24-hour Electricity,Apartment,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Tiled Floor",0,5.8142836,0.0746767,7,Unfurnished,900,6.803505257608338
Flats,2.0,2.0,100.0,New,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,9,Unfurnished,5500,8.612685172875459
Detached,3.0,2.0,14.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6376136,-0.1266064,10,Semi-Furnished,8000,8.987321812850125
Flats,2.0,2.0,123.0,New,24-hour Electricity,0,5.6510376,-0.1354586,1,Unfurnished,4500,8.412054873292933
Flats,1.0,1.0,900.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.586297300000001,-0.2419606,13,Furnished,5000,8.517393171418904
Flats,2.0,3.0,100.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7556353,-0.1738945,11,Unfurnished,2000,7.601402334583733
Flats,2.0,2.0,400.0,Used,"24-hour Electricity,Pre-Paid Meter,Tiled Floor",0,5.6802129,-0.1372479,3,Unfurnished,1600,7.3783837129967145
Flats,2.0,2.0,145.0,New,"24-hour Electricity,Chandelier,Balcony,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6731273,-0.1663851,9,Semi-Furnished,2600,7.8636512654486515
Flats,4.0,4.0,17.0,Used,"Tiled Floor,24-hour Electricity,Balcony,Pre-Paid Meter,Dining Area,Apartment,Dishwasher",0,5.5831665,-0.1046082,7,Unfurnished,2500,7.824445930877619
Flats,3.0,4.0,900.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.606104699999999,-0.1860362,15,Furnished,42000,10.645448706505872
Flats,1.0,1.0,17.0,Used,"Pre-Paid Meter,24-hour Electricity,Kitchen Shelf,Dishwasher,Kitchen Cabinets,Tiled Floor,Apartment",0,5.8142836,0.0746767,7,Unfurnished,800,6.68586094706836
Flats,1.0,1.0,14.0,Used,"24-hour Electricity,Apartment,Dishwasher,Kitchen Shelf,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,6.6932173,-1.627507,8,Semi-Furnished,800,6.68586094706836
Flats,2.0,2.0,100.0,New,"24-hour Electricity,Apartment,Dishwasher,Kitchen Cabinets",0,5.5344155,-0.4252737,4,Unfurnished,1000,6.90875477931522
Flats,3.0,2.0,17.0,New,"24-hour Electricity,Dining Area,Dishwasher,Balcony,Pre-Paid Meter,Tiled Floor,Kitchen Cabinets",0,5.8142836,0.0746767,7,Unfurnished,2000,7.601402334583733
Detached,4.0,5.0,300.0,Used,"Balcony,Dining Area,Kitchen Cabinets,Pop Ceiling,Microwave,Air Conditioning,Hot Water,Pre-Paid Meter,Tiled Floor,24-hour Electricity,Wardrobe",0,5.6358281,-0.1613592,11,Unfurnished,15000,9.61587214452889
Flats,2.0,2.0,130.0,Used,"24-hour Electricity,Apartment,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6887241,-0.2270226,9,Semi-Furnished,2300,7.741099090035366
Flats,3.0,4.0,111.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,15,Semi-Furnished,10000,9.210440366976517
Flats,1.0,1.0,14.0,New,"24-hour Electricity,Apartment",0,5.5427477,-0.2565425,2,Unfurnished,900,6.803505257608338
Detached,3.0,3.0,100.0,New,"24-hour Electricity,Balcony,Chandelier,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7252259,-0.1549277,11,Semi-Furnished,3000,8.006700845440367
Detached,3.0,3.0,1000.0,Used,"Kitchen Cabinets,Chandelier,24-hour Electricity,Apartment,Dishwasher,Hot Water,Balcony,Air Conditioning,Dining Area",0,5.6358281,-0.1613592,9,Unfurnished,15000,9.61587214452889
Detached,3.0,3.0,100.0,New,"Balcony,Dining Area,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.767208399999999,-0.1799344,7,Unfurnished,5000,8.517393171418904
Flats,2.0,2.0,200.0,New,"Apartment,Balcony,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5459415,-0.2103988,7,Unfurnished,2200,7.696667081526462
Detached,6.0,6.0,290.0,Renovated,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6495001,-0.2100343,11,Unfurnished,45000,10.714439990727769
Detached,3.0,3.0,5000.0,New,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,13,Unfurnished,8500,9.04793908261736
Flats,1.0,2.0,600.0,New,"24-hour Electricity,Apartment,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7880688,-0.129937,7,Unfurnished,1000,6.90875477931522
Flats,2.0,2.0,124.0,Used,"Apartment,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6802129,-0.1372479,8,Semi-Furnished,3500,8.160803920954665
Flats,2.0,3.0,121.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6376136,-0.1266064,9,Unfurnished,4000,8.294299608857235
Duplex,4.0,4.0,2500.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.5459415,-0.2103988,18,Semi-Furnished,6000,8.699681400989514
Detached,2.0,2.0,150.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7141674,-0.15418,12,Semi-Furnished,9100,9.116139576577355
Detached,3.0,4.0,4981.0,New,"24-hour Electricity,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Chandelier,Air Conditioning",0,5.6376136,-0.1266064,11,Unfurnished,5000,8.517393171418904
Flats,3.0,2.0,884.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,13,Semi-Furnished,7500,8.922791623969637
Flats,3.0,3.0,100.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Hot Water,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi,Microwave,Dishwasher,Dining Area,Chandelier",0,5.5570305,-0.1762717,18,Furnished,27000,10.203629181337648
Flats,2.0,2.0,145.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6358281,-0.1613592,11,Semi-Furnished,3500,8.160803920954665
Detached,3.0,4.0,100.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6619606,-0.1290806,13,Semi-Furnished,21000,9.952325334619427
Flats,3.0,4.0,300.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,12,Unfurnished,7200,8.881975184248867
Detached,5.0,5.0,100.0,New,"Air Conditioning,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6141232,-0.1956471,9,Unfurnished,45500,10.725489582719506
Flats,2.0,2.0,10.0,New,"Apartment,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Balcony",0,5.6358281,-0.1613592,5,Unfurnished,3000,8.006700845440367
Flats,1.0,1.0,93.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,16,Unfurnished,7005,8.854522203757432
Flats,2.0,2.0,35.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7067834,-0.1507321,11,Semi-Furnished,3600,8.188966863648876
Flats,2.0,2.0,963.0,New,"Apartment,Balcony,Air Conditioning,24-hour Electricity,Chandelier,Dishwasher,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.5862504,-0.1394584,18,Furnished,20000,9.90353755128617
Mansion,4.0,4.0,100.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6510376,-0.1354586,15,Semi-Furnished,20000,9.90353755128617
Townhouse,3.0,3.0,251.0,Used,"Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi,24-hour Electricity",0,5.6141232,-0.1956471,16,Furnished,34320,10.443512690706546
Detached,3.0,3.0,754.0,New,"24-hour Electricity,Air Conditioning,Balcony,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Kitchen Cabinets,Hot Water,Chandelier,Dining Area",0,5.6510376,-0.1354586,11,Semi-Furnished,10500,9.259225769705994
