bhk,type,locality,area,region,status,age,price_cr,price_per_sqft,area_scaled,price_per_sqft_scaled
1,0,Reputed Builder Olympia,374,Mira Road East,0,1,0.21,5614.973262032086,-1.4464835234878015,-1.1485963739396226
1,0,Mandar Cassa Bilss,640,Virar,0,1,0.265,4140.625,-0.689709919391397,-1.3551086468155285
1,0,Puraniks IKIGAI,301,Thane West,1,0,0.39990000000000003,13285.714285714288,-1.6541695125819276,-0.07415405645100977
1,0,Aaditya Gurukrupa,554,Panvel,1,0,0.6207,11203.971119133574,-0.9343810846255729,-0.365744262066291
1,0,Heritage Mariyam Heritage,695,Vasai,1,0,0.36,5179.856115107914,-0.5332341741834938,-1.2095433247331486
1,0,Shree ND Garden,685,Ulwe,1,0,0.53,7737.226277372263,-0.5616843096758398,-0.8513319452410888
1,0,Amar Vinay Heritage,710,Mira Road East,0,1,0.6948000000000001,9785.915492957747,-0.49055897094497475,-0.5643716135323603
1,0,Shree Krishna Bhoomi,645,Naigaon East,1,0,0.32,4961.240310077519,-0.675484851645224,-1.240164886779281
1,0,Mahaavir Pride,584,Dombivali,1,0,0.49,8390.410958904109,-0.8490306781485348,-0.759840228755496
1,0,Happy Home Sarvoday Greens,505,Bhiwandi,1,0,0.395,7821.782178217822,-1.0737867485380685,-0.8394881823267428
1,0,Saket Paradise,620,Kalyan West,0,1,0.46990000000000004,7579.032258064516,-0.7466101903760891,-0.8734902149823168
1,0,Umiya Oasis,590,Mira Road East,1,0,0.59,10000.0,-0.8319605968531272,-0.5343847513537611
1,0,A And O A And O Excellente,353,Mulund West,1,0,0.79,22379.60339943343,-1.506228808021728,1.1996289149937145
1,0,Sahakar Premier,540,Mira Road East,0,0,0.54,10000.0,-0.9742112743148573,-0.5343847513537611
1,0,Puneet Shivalaya,440,Vikhroli,1,0,0.68,15454.545454545456,-1.2587126292383177,0.2296345840579206
1,0,Radha Residency,670,Ulwe,0,1,0.48,7164.179104477612,-0.6043595129143589,-0.9315987839434164
1,0,Veena Sentrio,620,Chembur,0,0,1.22,19677.41935483871,-0.7466101903760891,0.8211334243766414
1,0,Premier Premier Plaza,675,Ulwe,0,1,0.435,6444.444444444444,-0.5901344451681859,-1.0324121699924869
1,0,Swaraj Homes Bandhutva CHS,620,Santacruz East,0,1,1.15,18548.387096774193,-0.7466101903760891,0.6629896372080946
1,0,HDIL Dheeraj Darshan,525,Jogeshwari East,0,1,0.97,18476.190476190477,-1.0168864775533764,0.6528770412939155
1,0,Dev Drashti Empire Phase 1,740,Bhiwandi,0,0,0.3922,5300.0,-0.4052085644679367,-1.1927147453668268
1,0,Strawberry Onyx,715,Mira Road East,1,0,0.52,7272.727272727273,-0.47633390319880176,-0.9163944190596018
1,0,Gurukrupa Marina Enclave,650,Malad West,0,1,0.99,15230.76923076923,-0.6612597838990509,0.1982902010666719
1,0,Bachraj Landmark,615,Virar,0,2,0.27,4390.243902439024,-0.760835258122262,-1.320144474358458
1,0,Metropolis Bayside,777,Thane West,1,1,0.4,5148.005148005148,-0.29994306314625635,-1.2140046964314624
1,0,Lodha The Lodha Palava Township,822,Dombivali,0,0,0.434,5279.805352798054,-0.1719174534306992,-1.1955434138714125
1,3,Roha Realty Roha Vatika,500,Kurla,0,1,0.6,12000.0,-1.0880118162842414,-0.2542443283694779
1,0,Puraniks City Sector 3,368,Neral,1,0,0.2115,5747.282608695652,-1.4635536047832092,-1.13006377577007
1,0,Godrej Urban Park,480,Powai,1,0,1.35,28125.0,-1.1449120872689336,2.0043878319413055
1,0,Reputed Builder Raunak Towers,560,Thane West,1,0,0.95,16964.285714285714,-0.9173110033301652,0.4411042215379393
1,0,Reputed Builder Sunny Terrace,625,Vasai,0,1,0.43,6880.0,-0.7323851226299161,-0.9714038112092429
1,0,JP Codename HOTCAKE,720,Mira Road East,1,0,0.7,9722.222222222223,-0.46210883545262876,-0.5732931434349116
1,0,Dimples 19 North,417,Kandivali West,0,0,0.98,23501.199040767387,-1.3241479408707135,1.3567310536840262
1,0,Reputed Builder Ahimsa Enclave,650,Andheri West,0,1,1.12,17230.769230769234,-0.6612597838990509,0.47843062405095566
1,0,Nandkumar Janki Legacy,665,Mira Road East,0,1,0.6135,9225.563909774437,-0.6185845806605319,-0.642860178298803
1,0,Dosti Dosti P180,672,Shil Phata,0,1,0.5,7440.476190476191,-0.5986694858158897,-0.892897792672933
1,0,Wadhwa Wise City South Block Phase I Plot RZ9 Building 1 Wing D3,400,Panvel,1,2,0.46759999999999996,11690.0,-1.3725131712077019,-0.2976660939320418
1,0,Chandak Chandak Nischay,567,Dahisar,1,0,0.85,14991.181657848325,-0.8973959084855231,0.16473111905675175
1,0,Kalpataru Srishti Namaah,594,Mira Road East,0,1,0.6121,10304.713804713805,-0.8205805426561887,-0.4917034242829233
1,0,PNK Poonam Sagar Complex,1320,Mira Road East,0,1,0.85,6439.393939393939,1.2448992940881332,-1.0331195953030532
1,0,Vihang Metro Hive D 1,548,Thane West,1,0,0.7543000000000001,13764.598540145987,-0.9514511659209806,-0.007076637652505076
1,0,Hari Om Leela Residency,725,Ulwe,0,1,0.56,7724.137931034484,-0.4478837677064557,-0.853165232680704
1,0,Apna Sai Heights,545,Kalyan East,0,0,0.2614,4796.3302752293575,-0.9599862065686843,-1.2632638702376395
1,0,Shapoorji Pallonji Joyville Virar,539,Virar,1,2,0.3386,6282.003710575139,-0.9770562878640919,-1.0551652779404992
1,3,Gurukrupa One ,450,Panvel,1,0,0.2,4444.444444444444,-1.2302624937459716,-1.31255259297677
1,0,A Surti Universal Cubical,460,Jogeshwari West,0,0,0.86,18695.652173913044,-1.2018123582536255,0.68361708770834
1,1,Satellite Aarambh ,400,Malad East,1,0,0.43,10750.0,-1.3725131712077019,-0.4293320927346549
1,0,Himanshu Mount View R4 To R7,560,Ambernath East,0,2,0.23,4107.142857142857,-0.9173110033301652,-1.3597984976467385
1,0,Taj Taj Heritage,650,Ulwe,0,1,0.5,7692.307692307692,-0.6612597838990509,-0.857623700951011
1,0,A H A H Sapphire,695,Mira Road East,0,1,0.595,8561.15107913669,-0.5332341741834938,-0.7359246240043246
1,0,Gurukrupa Aramus Complex,700,Ulwe,0,0,0.5751,8215.714285714284,-0.5190091064373208,-0.7843100287161683
1,0,Raj Heritage 2,740,Mira Road East,1,0,0.62,8378.378378378378,-0.4052085644679367,-0.7615256348545313
1,0,Runwal Gardens,815,Dombivali,0,0,0.4645,5699.386503067484,-0.19183254827534144,-1.1367725934150574
1,0,SK Imperial Heights,657,Mira Road East,0,0,0.68,10350.076103500762,-0.6413446890544088,-0.48534951749806454
1,0,Basudeo Vasudev Sky High,690,Mira Road East,0,1,0.65,9420.289855072464,-0.5474592419296669,-0.6155848739579012
1,0,Juhi Niharika absolute,417,Kharghar,1,0,0.65,15587.529976019185,-1.3241479408707135,0.24826175410592705
1,0,Shree Ostwal Horizon,600,Mira Road East,1,0,0.44,7333.333333333333,-0.8035104613607812,-0.9079053153328055
1,0,RNA NG N G Tivoli Phase II,351,Mira Road East,1,0,0.5288,15065.527065527069,-1.5119188351201973,0.1751446960337829
1,0,Ornate Heights,446,Vasai,1,0,0.34659999999999996,7771.300448430492,-1.24164254794291,-0.8465591688945433
1,0,Dharti Pressidio,540,Kandivali West,0,1,0.82,15185.185185185184,-0.9742112743148573,0.19190523416104713
1,0,Romell Allure,630,Borivali East,0,0,0.88,13968.253968253968,-0.718160054883743,0.02144942123410242
1,0,Lodha Amara Tower 32 33,417,Thane West,1,0,0.5629,13498.800959232614,-1.3241479408707135,-0.04430696102514088
1,0,JP Codename Dream Home Tower C,730,Mira Road East,0,0,0.635,8698.630136986301,-0.4336586999602827,-0.7166679032955893
1,0,Gami Amar Harmony,690,Taloja,0,1,0.45,6521.739130434783,-0.5474592419296669,-1.0215854869786014
1,0,Ami Planet Venus,655,Kamothe,0,1,0.56,8549.618320610689,-0.647034716152878,-0.7375400199301495
1,0,Sanmukh Sunshine,650,Palghar,1,0,0.2,3076.923076923077,-0.6612597838990509,-1.5041016001455105
1,0,Sethia Marine View,495,Borivali West,1,0,0.89,17979.79797979798,-1.1022368840304144,0.5833472393411062
1,0,Sai Shraddha Excellence Residency 1,273,Palghar,1,0,0.1475,5402.930402930403,-1.7338298919604964,-1.1782972620593937
1,0,JP North Barcelona,712,Mira Road East,0,1,0.64,8988.76404494382,-0.4848689438465056,-0.676028785446938
1,0,Wadhwa Elite,442,Thane West,0,2,0.9503,21500.0,-1.2530226021398485,1.0764226808058674
1,0,Puneet Shivalaya,456,Vikhroli,1,0,0.63,13815.78947368421,-1.213192412450564,9.368723467390841e-05
1,0,Kalpataru Srishti Namaah,730,Mira Road East,1,0,0.67,9178.082191780823,-0.4336586999602827,-0.6495109525801788
1,0,Town Ashtha Serene Goregaon West,500,Goregaon West,1,0,0.86,17200.0,-1.0880118162842414,0.4741207713896585
1,0,Khade KIPL Morya,650,Thane West,0,1,0.55,8461.538461538461,-0.6612597838990509,-0.7498773844185944
1,0,Sanmukh Sunshine,650,Palghar,1,0,0.2,3076.923076923077,-0.6612597838990509,-1.5041016001455105
1,0,Shivalik Bandra North Gulmohar Avenue,418,Bandra East,1,2,0.82,19617.22488038277,-1.321302927321479,0.81270197160894
1,0,Sanghvi Ecocity Phase 3,344,Mira Road East,1,0,0.47,13662.790697674418,-1.5318339299648396,-0.021336883679056458
1,0,UK Iridium Tower 2,397,Kandivali East,1,0,0.7798999999999999,19644.8362720403,-1.3810482118554057,0.8165695050780022
1,0,Vastusankalp Punyodaya Rio,690,Kalyan West,0,0,0.41100000000000003,5956.521739130436,-0.5474592419296669,-1.100755606517638
1,0,Reputed Builder Laxmi Narayan Complex,650,Koper Khairane,0,1,0.75,11538.461538461539,-0.6612597838990509,-0.3188921182889278
1,0,Landmark Vraj Bhumi Heights,400,Jogeshwari East,1,0,0.78,19500.0,-1.3725131712077019,0.7962822578215842
1,0,Dynamic Crest Phase I Rimo Everest,665,Dombivali,0,0,0.455,6842.105263157895,-0.6185845806605319,-0.9767117350131557
1,0,V3 Shiv Parbat,705,Borivali West,1,0,0.905,12836.879432624113,-0.5047840386911477,-0.13702244924839488
1,0,Town Swaroop Marvel Gold,684,Bhandup West,1,0,0.79,11549.707602339182,-0.5645293232250744,-0.3173168797431322
1,0,Kiran Mansarovar Residency,342,Dombivali,0,0,0.36,10526.315789473685,-1.5375239570633088,-0.4606635874105286
1,0,Kavita Paramount Enclave,283,Palghar,1,0,0.19,6713.780918727915,-1.7053797564681503,-0.9946861530770533
1,0,Godrej The Trees Residential Phase 1,470,Vikhroli,1,2,1.03,21914.893617021276,-1.1733622227612797,1.1345369174887772
1,0,Kalpataru Riverside,1050,Panvel,1,0,0.79,7523.809523809524,0.47674563579479035,-0.8812252750485879
1,0,Sheth Avante,575,Kanjurmarg,1,0,1.0,17391.304347826088,-0.8746358000916462,0.5009168118490248
1,0,Shree Durga Nagar Complex,339,Nala Sopara,0,0,0.2752,8117.994100294985,-1.5460589977110126,-0.7979977157549007
1,0,Siddha Sky Phase 1,475,Sion,1,0,0.9,18947.36842105263,-1.1591371550151066,0.7188750356811899
1,0,AV Paramount Enclave,228,Palghar,1,0,0.1125,4934.210526315789,-1.8618555016760536,-1.2439509543073732
1,0,Dharti Pressidio,550,Kandivali West,0,0,0.81,14727.27272727273,-0.9457611388225113,0.12776533933636322
1,0,Amrut Laxmi Raj Regalia Phase I,660,Ambernath East,1,2,0.28,4242.424242424243,-0.632809648406705,-1.3408496053994248
1,0,SPS White Iris,650,Ulwe,1,0,0.43,6615.384615384615,-0.6612597838990509,-1.0084685440963943
1,0,Reputed Builder Orchid Residency,427,Deonar,0,0,0.69,16159.250585480091,-1.2956978053783674,0.3283427807875323
1,0,Agarwal Paramount,396,Virar,0,0,0.3599,9088.38383838384,-1.38389322540464,-0.6620750199109912
1,0,Raj Akshay,388,Mira Road East,1,0,0.54,13917.525773195875,-1.406653333798517,0.014343912223700758
1,0,RNA NG N G Diamond Hill D Phase II,720,Mira Road East,0,0,0.585,8125.0,-0.46210883545262876,-0.7970163979015267
1,0,UK Iridium Tower 2,397,Kandivali East,1,0,0.7798999999999999,19644.8362720403,-1.3810482118554057,0.8165695050780022
1,0,Kanungo Pinnacolo,750,Mira Road East,0,1,0.75,10000.0,-0.37675842897559064,-0.5343847513537611
1,0,JP Codename Dream Home Tower B,399,Mira Road East,1,0,0.6299,15786.967418546366,-1.3753581847569365,0.27619699886016125
1,0,Shree Dham Pushpanjali Residency,455,Vikhroli,1,0,0.88,19340.659340659342,-1.2160374259997986,0.773963377968441
1,0,JP North Barcelona,774,Mira Road East,1,0,0.586,7571.059431524548,-0.3084781037939602,-0.8746069704819603
1,0,JSB Nakshatra Greens,540,Naigaon East,0,1,0.335,6203.7037037037035,-0.9742112743148573,-1.0661327764628172
1,0,Mahada New Tower,421,Malad West,0,1,0.565,13420.427553444179,-1.312767886673775,-0.05528474054928651
1,0,Mahaavir Pride,618,Dombivali,1,2,0.54,8737.864077669903,-0.7523002174745583,-0.711172396926367
1,0,JP Codename HOTCAKE,650,Mira Road East,1,0,0.52,8000.0,-0.6612597838990509,-0.8145251743380444
1,0,Mayfair Virar Gardens,590,Virar,0,1,0.2999,5083.050847457627,-0.8319605968531272,-1.2231028590464779
1,0,Mahavir  Builders Heights,650,Virar,0,1,0.2999,4613.846153846154,-0.6612597838990509,-1.2888244597137424
1,0,JK IRIS Tower 1 And 2,769,Mira Road East,0,1,0.654,8504.551365409623,-0.32270317154013317,-0.7438525578764696
1,0,Tanvi Eminence I,650,Mira Road East,0,1,0.6,9230.76923076923,-0.6612597838990509,-0.6421310678861778
1,0,RNA NG N G Hill Crest,627,Mira Road East,0,1,0.5999,9567.783094098884,-0.7266950955314468,-0.5949254647738095
1,0,JP North Celeste,790,Mira Road East,0,0,0.65,8227.848101265823,-0.26295788700620654,-0.7826104426056576
1,0,Metro The Palms,1200,Seawoods,0,1,2.15,17916.666666666668,0.9034976681799809,0.5745044229590268
1,0,Man Ghatkopar Avenue Aaradhya One Earth Phase I,511,Ghatkopar East,1,0,1.41,27592.954990215265,-1.056716667242661,1.9298641748974192
1,0,Shree Sai Kailash Parvat CHSL,590,Ambernath East,1,2,0.28,4745.762711864408,-0.8319605968531272,-1.2703468795328101
1,0,Skyway Radha Krishna Arcade,525,Diva,0,0,0.0975,1857.142857142857,-1.0168864775533764,-1.6749564735040572
1,0,Qualitas La Queen,690,Ulwe,1,0,0.57,8260.86956521739,-0.5474592419296669,-0.7779851191661815
1,0,Salasar Aashirwad,650,Mira Road East,0,1,0.64,9846.153846153846,-0.6612597838990509,-0.5559340146602445
1,0,Ramesh Avenue 15,500,Sewri,1,0,1.25,25000.0,-1.0880118162842414,1.566668421028363
1,0,Poonam Heights,690,Virar,0,1,0.26,3768.1159420289855,-0.5474592419296669,-1.4072860693482667
1,0,Reputed Builder Wadhwa Heights Shiv Leela,675,Kalyan West,0,1,0.38,5629.62962962963,-0.5901344451681859,-1.146543453430528
1,0,DP Star Trilok,999,Bhandup West,0,1,0.75,7507.507507507507,0.3316499447838256,-0.8835087019197597
1,0,Reputed Builder Jamuna Tower,650,Mira Road East,0,1,0.5,7692.307692307692,-0.6612597838990509,-0.857623700951011
1,0,Agarwal Paramount,380,Virar,1,0,0.37579999999999997,9889.473684210525,-1.4294134421923939,-0.5498661957818402
1,0,Reputed Builder Anand Vihar Complex,550,Kalwa,0,1,0.53,9636.363636363636,-0.9457611388225113,-0.5853193737145399
1,0,Oyster Living Celestial Living,750,Dahisar,1,0,0.63,8400.0,-0.37675842897559064,-0.7584970897411877
1,0,Godrej The Trees,770,Vikhroli,0,1,1.7,22077.922077922078,-0.31985815799089856,1.157372348486391
1,0,Oscar Om Regency,303,Taloja,1,0,0.42,13861.386138613861,-1.6484794854834584,0.006480421734706514
1,0,Sunteck One World,374,Naigaon East,1,0,0.37,9893.048128342247,-1.4464835234878015,-0.549365522636343
1,0,Lodha Palava Golden Tomorrow,725,Dombivali,0,0,0.4325,5965.517241379311,-0.4478837677064557,-1.09949560461516
1,0,Sethia Kalpavruksh Heights,610,Kandivali West,0,0,0.88,14426.22950819672,-0.7750603258684351,0.08559815197211147
1,0,Nexus View,650,Karanjade,0,0,0.43,6615.384615384615,-0.6612597838990509,-1.0084685440963943
1,0,MICL Aradhya D And E Tower,565,Bhayandar East,1,0,0.8,14159.29203539823,-0.9030859355839923,0.04820816370204911
1,0,Amar Vinay Heritage,745,Mira Road East,0,0,0.7313,9816.107382550334,-0.39098349672176363,-0.5601426291717794
1,0,Happy Gagangiri Vihar,615,Khopoli,0,0,0.233,3788.6178861788617,-0.760835258122262,-1.4044143576951937
1,0,Vaibhavlaxmi Royal Stone,700,Vikhroli,1,0,0.79,11285.714285714286,-0.5190091064373208,-0.35429447943529324
1,0,Sethia Marine View,495,Borivali West,1,0,0.79,15959.59595959596,-1.1022368840304144,0.30037711511455756
1,0,Sadguru Symphony,610,Badlapur West,0,0,0.2375,3893.44262295082,-0.7750603258684351,-1.3897315346459371
1,0,JP Codename Dream Home Tower B,700,Mira Road East,1,0,0.7,10000.0,-0.5190091064373208,-0.5343847513537611
1,0,Sairama Apartment 20,680,Panvel,0,1,0.65,9558.823529411764,-0.5759093774220129,-0.5961804328944119
1,0,Rutu Riverview Classic,725,Kalyan West,0,1,0.4,5517.241379310345,-0.4478837677064557,-1.1622856994219823
1,0,Lodha Casa Rio,594,Dombivali,0,1,0.325,5471.380471380471,-0.8205805426561887,-1.1687094464949412
1,0,Paradigm Antalya,402,Jogeshwari West,1,0,0.85,21144.278606965174,-1.3668231441092327,1.0265967100512001
1,0,Anon Avenue,651,Mulund West,1,2,1.0,15360.983102918586,-0.6584147703498163,0.21652928567784285
1,0,Reputed Builder New Poonam Green,600,Mira Road East,0,1,0.5051,8418.333333333334,-0.8035104613607812,-0.7559291358638317
1,0,Radheya Sai Enclave,678,Naigaon East,0,1,0.33520000000000005,4943.952802359882,-0.5815994045204821,-1.2425863516414621
1,0,Lodha Palava Elite K To T,757,Dombivali,0,1,0.35,4623.513870541612,-0.35684333413094843,-1.2874703005915633
1,0,Lodha Majiwada Tower 1,770,Thane West,0,1,0.77,10000.0,-0.31985815799089856,-0.5343847513537611
1,0,Rameshwar Sanghvi One,636,Ghatkopar West,1,0,0.95,14937.106918238993,-0.7010899735883355,0.15715685884329014
1,0,Ruparel Optima Ph 1,550,Kandivali West,0,0,0.7351000000000001,13365.454545454548,-0.9457611388225113,-0.06298482140475328
1,3,Omkar Residency,340,Panvel,1,0,0.187,5500.0,-1.543213984161778,-1.1647007030683985
1,3,Reputed Builder Ridhi Sidhi,250,Malad West,0,1,0.33,13200.0,-1.7992652035928922,-0.08616007457890795
1,0,Vijay Garden,460,Thane West,0,1,0.44,9565.217391304348,-1.2018123582536255,-0.5952848433068662
1,0,Aurum Q Residences R2,715,Ghansoli,0,0,1.2,16783.216783216783,-0.47633390319880176,0.41574185806845826
1,0,Kavita Paramount Enclave,280,Palghar,1,0,0.16,5714.285714285715,-1.7139147971158541,-1.1346856577486537
1,0,Swaraj Homes Sai Darshan,650,Ulwe,0,1,0.42,6461.538461538462,-0.6612597838990509,-1.0300178074028776
1,0,Runwal Gardens Phase 2 Bldg No 18 To 23,550,Dombivali,1,0,0.3264,5934.545454545455,-0.9457611388225113,-1.1038338293472676
1,0,Amar Vinay Heritage,710,Mira Road East,1,0,0.6579999999999999,9267.605633802816,-0.49055897094497475,-0.6369713851226537
1,0,Chandak 34 Park Estate,430,Goregaon West,1,0,1.05,24418.60465116279,-1.2871627647306636,1.4852322515561878
1,0,Bachraj Lifespace,625,Virar,1,0,0.40990000000000004,6558.400000000001,-0.7323851226299161,-1.0164503912251157
1,0,Roha Realty Roha Vatika,444,Kurla,1,0,1.01,22747.747747747748,-1.2473325750413793,1.2511949717217379
1,0,Gurukrupa Aramus Galassia,715,Ulwe,0,1,0.55,7692.307692307692,-0.47633390319880176,-0.857623700951011
1,0,Piramal Vaikunth Thane,361,Thane West,0,0,0.78,21606.648199445983,-1.4834686996278512,1.0913609166575224
1,0,Kolte Patil Vaayu,785,Dahisar,1,0,1.2,15286.624203821657,-0.27718295475237953,0.20611381895501316
1,0,SD Siennaa Wing A,402,Kandivali East,1,0,1.1,27363.18407960199,-1.3668231441092327,1.8976801148530758
1,0,Rio Heights,723,Taloja,1,2,0.46,6362.378976486861,-0.45357379480492493,-1.0439070974455071
1,0,Hiranandani Lavinia,650,Thane West,0,1,0.8,12307.692307692309,-0.6612597838990509,-0.21114580175651113
1,0,Today Oxyfresh Homes,432,Kharghar,1,0,0.49,11342.592592592593,-1.2814727376321944,-0.3463275229615339
1,0,AV Paramount Enclave,610,Palghar,1,1,0.215,3524.590163934426,-0.7750603258684351,-1.44139677658976
1,0,Navkar Empire,555,Naigaon East,1,0,0.3654,6583.783783783784,-0.9315360710763383,-1.0128948792620502
1,0,Om Shree Sai Woodside Meadows,645,Kalyan West,0,2,0.43,6666.666666666667,-0.675484851645224,-1.0012854563275664
1,0,Ostwal Orchid II,670,Mira Road East,0,1,0.57,8507.462686567163,-0.6043595129143589,-0.7434447685062114
1,0,Wadhwa Wise City,387,Panvel,1,0,0.375,9689.922480620155,-1.4094983473477516,-0.5778173750722547
1,0,Lodha Upper Thane Casa Eden,960,Bhiwandi,0,0,0.68,7083.333333333334,0.22069441636367604,-0.9429228682058407
1,0,Gurukrupa Guru Anant,290,Ulwe,0,0,0.5590999999999999,19279.310344827583,-1.685464661623508,0.765370211147456
1,0,Raheja Solaris,425,Sanpada,1,0,0.9499,22350.58823529412,-1.3013878324768366,1.1955647548162422
1,0,Shree Shakun Greens,670,Virar,0,1,0.34,5074.626865671643,-0.6043595129143589,-1.2242828079568466
1,0,Yash Jayesh Shah Enviro Affinity,735,Mira Road East,0,0,0.6515000000000001,8863.945578231294,-0.4194336322141097,-0.6935121344774864
1,0,Runwal Gardens Phase 2 Bldg no 18 23,550,Dombivali,1,0,0.32630000000000003,5932.727272727274,-0.9457611388225113,-1.1040885024590714
1,0,Swaminarayan City Phase 1A,385,Dombivali,1,0,0.3998,10384.415584415585,-1.4151883744462208,-0.4805395791437949
1,0,Himanshu Mount View,622,Ambernath East,0,2,0.225,3617.363344051447,-0.7409201632776199,-1.4284020176299705
1,0,Mahavir Kanti Nx,685,Vasai,0,0,0.53,7737.226277372263,-0.5616843096758398,-0.8513319452410888
1,0,Navkar City Phase I Part 9,277,Naigaon East,1,0,0.34990000000000004,12631.768953068593,-1.722449837763558,-0.1657523174989912
1,0,Himanshu Mount View,560,Ambernath East,1,2,0.235,4196.428571428572,-0.9173110033301652,-1.3472922287635114
1,0,Lodha Upper Thane Woodlands E And F,464,Anjurdive,1,0,0.5268,11353.448275862069,-1.190432304056687,-0.34480696511008674
1,0,SK Imperial Heights,674,Mira Road East,0,0,0.63,9347.181008902076,-0.5929794587174205,-0.6258252455029338
1,0,Piramal Revanta,604,Mulund West,1,0,0.99,16390.72847682119,-0.7921304071638428,0.36076593798343504
1,3,Pranav Corner,430,Dronagiri,0,1,0.21,4883.720930232558,-1.2871627647306636,-1.2510230427089044
1,0,RNA NG NG Paradise,661,Mira Road East,0,2,0.48,7261.724659606656,-0.6299646348574703,-0.9179355574063729
1,0,Reputed Builder Wild Wood Park 2,651,Andheri West,0,1,0.2,3072.1966205837175,-0.6584147703498163,-1.504763635884573
1,0,Vaibhavlaxmi East Syde,385,Ghatkopar East,1,0,0.815,21168.831168831166,-1.4151883744462208,1.0300357925844434
1,0,Silver And Rashi Deepak Apartment,625,Bhayandar East,0,1,0.5,8000.0,-0.7323851226299161,-0.8145251743380444
1,0,Ashiana LA Arihant Harmony,400,Karjat,0,1,0.125,3125.0,-1.3725131712077019,-1.4973674553622347
1,0,Reputed Builder Brindavan Society,570,Thane West,0,0,0.645,11315.78947368421,-0.8888608678378193,-0.3500818414956801
1,0,Vaibhavlaxmi Central Park,395,Vikhroli,1,0,0.7711,19521.518987341773,-1.3867382389538747,0.7992964269296431
1,3,Reputed Builder Prathamesh CHS,360,Mira Road East,0,1,0.2022,5616.666666666667,-1.4863137131770858,-1.148359178394315
1,0,SN Medtiya Raviraj,710,Mira Road East,1,0,0.6,8450.704225352112,-0.49055897094497475,-0.7513949381725722
1,0,Mahalaxmi Developers Mumbai Nagar,676,Naigaon East,1,0,0.3311,4897.92899408284,-0.5872894316189513,-1.2490329162005014
1,0,JP North Phase 6 Alexa,860,Mira Road East,0,0,0.695,8081.395348837208,-0.06380693855978428,-0.80312411061194
1,0,Sri Garden Avenue K,600,Virar,0,1,0.34149999999999997,5691.666666666666,-0.8035104613607812,-1.1378539125324048
1,0,Swastik Parvati Garden,610,Boisar,0,2,0.1699,2785.245901639344,-0.7750603258684351,-1.5449568837749337
1,0,KK Dosti Oro 67,640,Kandivali West,1,0,1.02,15937.5,-0.689709919391397,0.2972821293808297
1,0,Harshail Falcon,760,Malad West,0,1,1.15,15131.578947368422,-0.3483082934832446,0.18439659709275516
1,0,RNA NG N G Hill Crest,665,Mira Road East,0,0,0.53,7969.924812030075,-0.6185845806605319,-0.8187378122776576
1,0,Ecohomes Eco Winds,600,Bhandup West,0,1,0.83,13833.333333333334,-0.8035104613607812,0.0025510593661151547
1,0,Sairaj Sai Pooja,626,Badlapur West,1,2,0.2,3194.888178913738,-0.7295401090806815,-1.4875782033609868
1,0,Resicom Sai Miracle,600,Kamothe,0,1,0.53,8833.333333333334,-0.8035104613607812,-0.6977999980945929
1,0,A And O Eminente,388,Dahisar,1,0,0.6798000000000001,17520.618556701033,-1.406653333798517,0.5190298804350774
1,0,Reputed Builder Seasons Avenue,700,Kalyan West,0,1,0.37,5285.714285714285,-0.5190091064373208,-1.194715748388143
1,0,Puneet Shivalaya,450,Vikhroli,1,0,0.9599,21331.11111111111,-1.2302624937459716,1.0527663784205277
1,0,Bhoomi Acres,750,Thane West,0,1,0.695,9266.666666666666,-0.37675842897559064,-0.6371029064479984
1,0,Lodha Upper Thane Casa Eden,600,Bhiwandi,1,0,0.58,9666.666666666666,-0.8035104613607812,-0.5810748218511418
1,0,SK Imperial Heights,674,Mira Road East,0,0,0.615,9124.629080118695,-0.5929794587174205,-0.6569981412356061
1,0,Nandkumar Janki Legacy,775,Mira Road East,1,0,0.61,7870.967741935484,-0.30563309024472557,-0.8325987500144497
1,0,GBK GBK Vishwajeet Pink City,639,Ambernath East,1,0,0.3,4694.835680751174,-0.6925549329406316,-1.2774802395515077
1,0,Strawberry Onyx,538,Mira Road East,0,0,0.55,10223.048327137547,-0.9799013014133265,-0.5031423249986365
1,0,Swastik Sarvoday Symphony,650,Dombivali,1,0,0.52,8000.0,-0.6612597838990509,-0.8145251743380444
1,0,Reputed Builder Diwan Venture,507,Vasai,0,2,0.4,7889.546351084813,-1.0680967214395993,-0.8299964403016733
1,0,Gurukrupa Aramus Galassia,265,Ulwe,1,0,0.5569,21015.09433962264,-1.7565900003543733,1.008501842403074
1,0,CCI Rivali Park WinterGreen,675,Borivali East,0,1,1.15,17037.037037037036,-0.5901344451681859,0.4512945147020502
1,0,JP Codename HOTCAKE,422,Mira Road East,1,2,0.5499,13030.805687203794,-1.3099228731245405,-0.10985915775554007
1,0,Adinath Group Heritage,700,Ulwe,0,1,0.5,7142.857142857143,-0.5190091064373208,-0.9345853556170228
1,0,Romell Allure,407,Borivali East,1,0,0.99,24324.324324324323,-1.3525980763630596,1.4720263862363754
1,0,Metropolis Bayside,320,Thane West,1,0,0.5212,16287.5,-1.60011425514647,0.3463067034030793
1,0,Godrej Ascend,589,Thane East,1,0,0.74,12563.667232597623,-0.8348056104023618,-0.17529133988833862
1,0,Bachraj Residency,582,Virar,0,1,0.2975,5111.683848797251,-0.8547207052470039,-1.219092228493182
